,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
8310,0HoxJw3Gt3w4psA1cC3Yn7,Adam Jensen,The Hunter,The Hunter,59,210972,False,0.527,0.762,4,-3.36,0,0.0778,0.222,0.000283,0.0765,0.564,82.464,4,blues
8311,0DnGfA1r8pAssJCuq4ojla,Gary Moore,Still Got The Blues,Still Got The Blues,68,370866,False,0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563,3,blues
8312,1kKPRIlPOXmaAMlYxY8sSS,Zayde Wølf,Cold-Blooded,Cold-Blooded,54,215232,False,0.445,0.72,8,-6.946,1,0.0502,0.000307,1.61e-05,0.105,0.155,172.14,4,blues
8313,4yffABDkB5A9flvr9vQFck,The Black Keys,Brothers (Deluxe Remastered Anniversary Edition),Howlin' for You,66,191956,False,0.725,0.747,11,-5.545,1,0.0876,0.0272,0.0468,0.104,0.38,132.921,4,blues
8316,7suq0FFag5QEiQnyihDAhu,Slank,Kampungan,Mawar Merah,48,275620,False,0.454,0.593,7,-9.665,1,0.0252,0.0385,0.000552,0.125,0.41,93.052,4,blues
8317,1KcNFFdZFWkh43UpP4CODa,The Changcuters,The Changcuters Dan Misteri Kalajengking Hitam,Senandung Pertemanan,46,287093,False,0.647,0.661,7,-4.892,1,0.029,0.113,4.76e-06,0.31,0.771,139.862,4,blues
8319,2RaEgEkEDjIRrkBcgcJiCg,10cc,Fiesta temática 70s,Art For Art's Sake,0,359235,False,0.616,0.57,0,-7.797,1,0.0517,0.0581,0.00142,0.225,0.622,124.721,4,blues
8321,7rnDZfdq7rNyAWLCQ9vpLv,10cc,On air 70's Hits,The Things We Do For Love,0,213066,False,0.437,0.557,1,-8.487,1,0.102,0.33,0.0,0.248,0.683,161.412,3,blues
8323,4OIRWMwEHR6oCU7g1QgK0n,Robert Palmer;Eric 'ET' Thorngren,Fiesta temática 80s,Addicted To Love,0,359706,False,0.669,0.81,2,-6.854,1,0.0341,0.408,8.58e-06,0.0614,0.966,111.58,4,blues
8325,1tnZipedfyuRJlxkW8o5za,Robert Palmer,80's,Simply Irresistible,0,254293,False,0.646,0.934,9,-6.955,1,0.0531,0.129,1.03e-05,0.0443,0.698,142.616,4,blues
8327,0LTHSDNYGLT7ip4r0l4tFJ,Chris Rea,Holly Jolly Christmas,Driving Home for Christmas - 2019 Remaster,1,241626,False,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,4,blues
8329,0PPIpnwOzCZMUaGiHbAEqc,Chris Rea,Cuddle Up Christmas,Driving Home for Christmas,0,239946,False,0.603,0.705,9,-7.547,1,0.0328,0.556,0.00013,0.342,0.89,90.12,4,blues
8330,78H1g3LQViEKJGzOM2ax5q,Chris Rea,Merry Christmas,Driving Home for Christmas - 2019 Remaster,0,241626,False,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,4,blues
8333,7CYeLBZk9pmOYqBz3Vr7lr,Chris Rea,Christmas Time,Driving Home for Christmas - 2019 Remaster,0,241626,False,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,4,blues
8334,1xIIfwEultcg8Xd783BC6r,Chris Rea,Perfect Christmas Hits,Driving Home for Christmas - 2019 Remaster,0,241626,False,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,4,blues
8338,0VIzT8du6c8QRvzpMd6mFo,Chris Rea,Christmas Music - Holiday Hits,Driving Home for Christmas - 2019 Remaster,0,241626,False,0.513,0.583,9,-10.863,1,0.038,0.355,1.96e-05,0.18,0.866,180.183,4,blues
8340,7wACRzpYcVRh1lIekudZVE,Chris Rea,Feeling Good - Adult Pop Favorites,Sail Away,0,289160,False,0.409,0.197,0,-13.803,1,0.0294,0.797,0.000319,0.267,0.0615,87.814,4,blues
8350,3KePc5zqybSrshHWzo65pk,Eric Clapton;John Mayer,Eric Clapton & Friends: The Breeze - An Appreciation Of JJ Cale,Magnolia,54,221693,False,0.589,0.251,0,-14.218,1,0.0365,0.664,0.13,0.0934,0.404,73.924,4,blues
8351,1Omt5bfz1tZUCqd26HxbS0,Leon Bridges,Good Thing,Beyond,73,240600,False,0.581,0.687,6,-5.4,1,0.105,0.229,0.0,0.109,0.187,76.014,4,blues
8352,0tkBOcK7oRVXQJY97zzSvr,Cage The Elephant,Melophobia,Telescope,65,228293,False,0.589,0.481,0,-4.801,1,0.0285,0.273,1.33e-05,0.0986,0.176,93.568,4,blues
8353,11lz5IuUrg2qVuNrGPRVq2,Nazareth,The Anthology,Love Hurts,32,233293,False,0.48,0.427,7,-7.961,1,0.0243,0.00315,0.00442,0.338,0.148,80.078,4,blues
8354,1Eolhana7nKHYpcYpdVcT5,Jimi Hendrix,Axis: Bold As Love,Little Wing,71,145746,False,0.515,0.534,6,-8.045,1,0.0768,0.181,0.00278,0.0547,0.426,70.776,4,blues
8356,2F0V2ZtysDji16KdnRYnno,Adam Jensen,Street Fight,Street Fight,62,191180,False,0.716,0.738,1,-6.347,1,0.0406,0.0018,0.00676,0.113,0.349,129.04,4,blues
8357,1ogRu1dOUgHvel8To8oQbe,Dorothy,ROCKISDEAD,Wicked Ones,60,172516,False,0.587,0.635,5,-5.47,1,0.0377,0.0353,0.0,0.331,0.591,96.519,4,blues
8358,5G1sTBGbZT5o4PNRc75RKI,The Black Keys,El Camino,Lonely Boy,73,193653,False,0.356,0.872,2,-7.837,1,0.068,0.00417,0.00975,0.0997,0.607,166.3,4,blues
8359,4XZWC34QJeJs7xvgt6I5kN,City Wolf,City Wolf,Hands Up,53,201438,False,0.513,0.879,7,-3.335,1,0.0681,0.0464,0.0,0.283,0.534,159.895,4,blues
8360,2dLHezrk5FdSzM8gftvKqh,Esterly;Austin Jenckes,This Is My World,This Is My World,55,189767,False,0.602,0.625,8,-5.165,1,0.0394,0.0667,4.72e-06,0.112,0.389,86.036,4,blues
8361,6dNJ3lasVLPd0078T9yqlm,Wolfmother,Wolfmother,Joker And The Thief,64,279666,False,0.264,0.8,0,-2.427,1,0.0537,0.0195,0.00744,0.406,0.465,155.558,4,blues
8362,0wJoRiX5K5BxlqZTolB2LD,Jimi Hendrix,Are You Experienced,Purple Haze,71,170813,False,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,4,blues
8363,6bSy8XCwafY7meE0NUbxWy,Once Mekel,Ditentukan Untuk Bersama,Ditentukan Untuk Bersama,43,285004,False,0.461,0.368,7,-10.903,1,0.0309,0.853,2.47e-05,0.118,0.213,119.541,3,blues
8365,5QTxFnGygVM4jFQiBovmRo,Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,76,308120,False,0.333,0.927,9,-8.55,0,0.0733,0.0029,0.000208,0.297,0.385,141.466,4,blues
8366,02bJ6uGeHKfNOhIc9qyA8e,The Black Keys,Dropout Boogie,Wild Child,69,164866,False,0.68,0.639,5,-6.233,0,0.0278,0.017,5.09e-06,0.0398,0.957,106.991,4,blues
8367,60ifqqPhbselSwXyGrGyMK,Deep Purple,Stormbringer (Remastered),Soldier Of Fortune - 2009 Digital Remaster,59,204880,False,0.533,0.313,2,-13.007,0,0.0298,0.386,4.64e-06,0.0868,0.225,133.615,4,blues
8368,3uMmllZo1AfoEnVT4ENCD3,Deep Purple,Machine Head (Remastered),Highway Star - Remastered 2012,67,366136,False,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,4,blues
8369,43DeSV93pJPT4lCZaWZ6b1,Thin Lizzy,Jailbreak (Deluxe Edition),The Boys Are Back In Town,76,266720,False,0.445,0.706,8,-9.803,1,0.0461,0.234,0.000252,0.205,0.768,80.823,4,blues
8370,29W0nW0risI95kRkHsoZai,Amadou & Mariam,Afrobeats 2022,Ilbiwa,0,254106,False,0.596,0.704,9,-8.173,1,0.0273,0.491,0.0234,0.148,0.318,96.069,4,blues
8371,7I08CGz9GMcbXcJ4G0IU04,Amadou & Mariam,Africa Rising Vol.5,Poulo,0,407400,False,0.656,0.881,7,-5.694,1,0.0484,0.118,0.0,0.0909,0.699,119.48,4,blues
8372,2vruwVOlDYYftyt7v2QddO,Amadou & Mariam,Afrodance Anthems,Beki Miri,0,310973,False,0.599,0.675,2,-8.453,1,0.0568,0.205,0.00297,0.113,0.7,173.713,4,blues
8373,0XgVCJOBpSa5ufekVen0fn,Amadou & Mariam,Africa Rising Vol.1,Baroni,0,294093,False,0.632,0.69,4,-8.513,0,0.0256,0.408,3.53e-06,0.127,0.824,133.015,4,blues
8374,7afhoJCn64zR19ydjORSKQ,Amadou & Mariam,Africa Rising Vol.3,Ilbiwa,0,254106,False,0.596,0.704,9,-8.173,1,0.0273,0.491,0.0234,0.148,0.318,96.069,4,blues
8375,2K4I5sjjWuWNobvDVCmr7x,La Rata Bluesera,La Rata Bluesera,Santa Lucía,42,278373,False,0.563,0.714,4,-4.86,1,0.0456,0.644,0.0,0.619,0.687,119.336,4,blues
8376,6uk2UTJGJcBsCa4mZUWcFn,Amadou & Mariam,Afrodance 2022,C'Est Comme Ca,0,280320,False,0.695,0.554,0,-10.784,1,0.0335,0.198,0.0146,0.314,0.846,139.955,4,blues
8378,1vd768Jafw9sx3CUXl3q8o,The Changcuters,The Changcuters Dan Misteri Kalajengking Hitam,Suka Suka,44,197426,False,0.554,0.914,9,-3.741,1,0.0441,0.147,0.00018,0.109,0.688,149.812,4,blues
8384,1wMoz6YOoZjHZCDL9Ssx1b,Wilson Sideral;Rogerio Flausino,Essas Canções de Amor (Não Reclamo),Essas Canções de Amor (Não Reclamo),42,259058,False,0.702,0.615,7,-5.811,1,0.0257,0.363,1.01e-05,0.17,0.568,111.031,3,blues
8391,27Fq4XyOkogdGLcfsVdjFb,Keb' Mo';Gerald Albright,Un tecito y a mimir,"Moonlight, Mistletoe & You",0,209293,False,0.649,0.399,6,-7.894,1,0.0256,0.184,0.000108,0.113,0.342,97.498,3,blues
8392,6DsIkdx9T11UFbQHeoRbrn,The Changcuters,Mencoba Sukses Kembali,Pria Idaman Wanita,45,219866,False,0.637,0.918,9,-5.073,1,0.0711,0.062,0.0097,0.177,0.517,115.839,4,blues
8393,4s4huMzMAmAAbEuSAmwt6b,Dr. John,New Orleans Voodoo Soul,Woman Is The Root Of All Evil,0,129132,False,0.633,0.619,4,-9.53,0,0.0336,0.257,0.0,0.0631,0.924,135.181,4,blues
8394,5ITw1gs95vZpnZlS0JUwkS,Dorothy,Anthems for Witches 2022,Wicked Ones,0,173901,False,0.563,0.647,5,-4.675,1,0.0398,0.0337,0.0,0.359,0.691,96.386,4,blues
8395,4MrXEqsQlG9UHpg8guL8EI,Amadou & Mariam,Best Afrodance Tunes,Bali Maou,0,252946,False,0.783,0.78,7,-9.92,1,0.0525,0.149,0.14,0.16,0.737,104.865,4,blues
8396,4mbouew8C4JgfolJLyevjE,The Blues Brothers,80's,Everybody Needs Somebody to Love,0,205426,False,0.492,0.935,5,-3.755,1,0.0615,0.596,0.00127,0.445,0.905,193.184,4,blues
8397,2oPv5XfZvGsPD8m7oBl5aJ,The Moody Blues,Fiesta temática 60s,The Night,0,446480,False,0.132,0.42,4,-7.761,0,0.0368,0.209,0.00293,0.11,0.185,45.857,4,blues
8401,4wASBXZ15QVnypp0SY8Jhm,Al Green,Let's Stay Together,Let's Stay Together,31,199396,False,0.756,0.401,7,-10.7,0,0.0529,0.587,0.0114,0.0541,0.52,101.976,4,blues
8402,3XKIUb7HzIF1Vu9usunMzc,Santana;The Product G&B,Supernatural (Remastered),Maria Maria (feat. The Product G&B),67,261973,False,0.777,0.601,2,-5.931,1,0.126,0.0406,0.00201,0.0348,0.68,97.911,4,blues
8403,4TBU6LHJyiqWOcBulNMmAJ,Devin Hoffman;Jessica Kline;Bronson Levy,Songwriter Pop,Damage Is Done,44,198909,False,0.785,0.626,6,-7.776,0,0.0516,0.388,0.0,0.353,0.451,110.96,4,blues
8404,3k4zd8iEKKtFrJB9oeX1Nl,Everybody Loves an Outlaw,I See Red,Give Em Hell,54,159412,False,0.576,0.64,2,-5.252,1,0.0351,0.0585,0.000156,0.571,0.544,83.996,4,blues
8405,0kHwTHf8ye0mSd66pwcrEN,The Heavy,The House That Dirt Built,How You Like Me Now,61,217493,False,0.647,0.71,0,-4.692,1,0.029,0.000973,0.703,0.0777,0.268,110.059,4,blues
8406,5iM1Z3zrieLBRiIqln0zfd,SATV Music,Big Hitters,Finish Line,51,133674,False,0.548,0.554,3,-5.602,1,0.0254,0.326,0.00018,0.202,0.462,75.005,4,blues
8407,5Xsh6OAQNRJrjYWdaWUuEN,Zayde Wølf,Modern Alchemy,Rule the World,54,192600,False,0.55,0.883,2,-5.964,1,0.0937,0.00715,0.0,0.0924,0.417,150.004,3,blues
8408,069iEWjBk09wzpAxsEv8rF,The Rigs,World on Fire,The Hunted,48,173648,False,0.322,0.593,9,-8.667,0,0.0698,0.385,0.0148,0.21,0.24,167.853,4,blues
8409,4uGIJG1jYFonGc4LGp5uQL,Jefferson Airplane,Surrealistic Pillow,Somebody to Love,70,174840,False,0.504,0.578,4,-9.302,1,0.031,0.408,0.0,0.321,0.654,132.411,4,blues
8410,3pHpV3pa96s4vuBP7sQq0V,Whitesnake,Whitesnake (2018 Remaster),Is This Love - 2018 Remaster,69,284496,False,0.263,0.759,0,-7.288,1,0.0431,0.0555,0.0,0.231,0.429,179.904,4,blues
8411,11xWF4YFci7GNTd0QHIPex,Adam Jensen,Friend of the Devil,Friend of the Devil,57,180542,True,0.702,0.777,6,-5.782,0,0.0464,0.00691,2.67e-05,0.102,0.421,77.481,4,blues
8412,3bbaEFRarxu30UBAWNTbal,Oh The Larceny,Blood Is Rebel,Another Level,55,190234,False,0.658,0.778,10,-5.575,0,0.06,0.262,0.0779,0.0773,0.627,146.1,4,blues
8413,4NQfrmGs9iQXVQI9IpRhjM,B.B. King,Completely Well,The Thrill Is Gone,62,324733,False,0.547,0.46,11,-8.759,0,0.0256,0.344,0.442,0.0983,0.543,90.768,4,blues
8414,6txWz9UapYHVxEd7dDIHXT,Blind Melon,Blind Melon,No Rain,76,217106,False,0.389,0.476,9,-9.342,1,0.0316,0.619,5.09e-05,0.255,0.566,148.117,4,blues
8415,3cg0dJfrQB66Qf2YthPb6G,B.B. King;Tracy Chapman,Deuces Wild,The Thrill Is Gone,64,301133,False,0.692,0.493,9,-9.662,0,0.0325,0.0934,0.00166,0.128,0.28,86.644,4,blues
8416,6FT83pFXKhDlXDsNJFAHWz,Chuck Berry,St. Louis To Liverpool,You Never Can Tell,70,161906,False,0.525,0.852,7,-9.519,1,0.222,0.731,5.11e-05,0.218,0.884,157.404,4,blues
8417,4oyUjJauYl4zVrozOYk3il,Sam Tinnesz;Silverberg,Babel,Wolves,58,180004,False,0.592,0.848,11,-5.631,0,0.0887,0.00134,1.15e-06,0.0964,0.399,129.9,4,blues
8418,2AxCeJ6PSsBYiTckM0HLY7,Jimi Hendrix,Electric Ladyland,Voodoo Child (Slight Return),68,313373,False,0.214,0.91,8,-6.662,1,0.389,0.477,0.00833,0.0517,0.448,175.549,4,blues
8419,21Qsj3cMVCx2xF2EVVNbEu,The White Stripes,White Blood Cells,Fell In Love With a Girl,72,110093,False,0.356,0.982,4,-1.574,0,0.112,0.713,0.00145,0.941,0.299,95.754,4,blues
8420,3lHoL4ofPul04MCOsGXxnZ,Lee Richardson;Jonathan Murill;Tom Ford;James Cocozza;Sarah Norman,Tribal Pop,Here Comes the Thunder,47,157308,False,0.692,0.659,5,-4.909,0,0.0585,0.00832,7.17e-06,0.0854,0.26,90.023,4,blues
8421,6s0NHplywwr1IjnQpUpWJk,George Thorogood & The Destroyers,BAD TO THE BONE,Bad To The Bone,71,292173,False,0.459,0.727,0,-11.777,1,0.0303,0.00614,0.0652,0.384,0.955,149.231,1,blues
8422,0JtcFIgrkSagrM5JdFakeO,Deep Purple,Machine Head (Remastered),When A Blind Man Cries - Remastered,60,209246,False,0.52,0.274,11,-10.661,0,0.0363,0.843,0.0165,0.0724,0.222,64.21,4,blues
8423,3zBhihYUHBmGd2bcQIobrF,Otis Redding,The Dock of the Bay (Mono),(Sittin' On) the Dock of the Bay,76,163755,False,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62e-05,0.081,0.535,103.621,4,blues
8424,0ZtrFDMgapfJYac8iyHJ7e,Quinn Golden,Bottoms Up!,Bottoms Up,42,242720,False,0.838,0.753,5,-5.74,1,0.0516,0.0443,0.0,0.0776,0.963,100.015,4,blues
8425,1QAH5HMnoDt76yBNpLUsHo,Sam Tinnesz,Warplanes,Bloodshot,59,200061,False,0.671,0.762,6,-4.028,1,0.0511,0.0594,0.0,0.168,0.535,126.02,4,blues
8426,3Xls4cNOwy01dtrNXb1inG,Cream,Wheels Of Fire,White Room,70,298333,False,0.553,0.576,0,-13.458,1,0.0304,0.191,0.00664,0.0365,0.457,109.827,4,blues
8427,6Nd6ntkzr4t8o1FKPGOSMt,Whitesnake,Whitesnake (2018 Remaster),Here I Go Again - 2018 Remaster,69,275395,False,0.292,0.823,7,-6.763,1,0.0407,0.0117,7.79e-05,0.155,0.244,89.939,4,blues
8429,0jYJjQ4Z4QqM6O4scuokUW,T.K. Soul,Undisputed The Album (His Latest),Try Me,40,305998,False,0.653,0.621,7,-4.672,0,0.0283,0.12,0.0,0.155,0.721,83.954,4,blues
8430,1gcESexgftSuLuML57Y69q,Free,Fire And Water,All Right Now,73,330643,False,0.787,0.472,2,-12.824,1,0.0832,0.221,0.000336,0.153,0.824,120.059,4,blues
8431,2GMHqFwYnY3OGSvACE1pkE,Little Anthony & The Imperials,The Best Of Little Anthony & The Imperials,I'm On The Outside (Looking In),42,187733,False,0.383,0.282,7,-11.764,1,0.0467,0.82,1.76e-05,0.212,0.246,187.09,3,blues
8432,73emVoia1FkOpZv3Xz1vPj,Reggie P,Why Me?,Why Me?,41,214120,False,0.854,0.674,9,-6.434,1,0.143,0.0565,5.88e-06,0.0793,0.65,113.031,4,blues
8433,3jCw4TeJAt4H17uPkWo4M6,Slank,"999+09, Vol. 2",Orkes Sakit Hati,45,145319,False,0.38,0.595,9,-9.742,1,0.0381,0.547,0.0,0.155,0.909,132.439,4,blues
8434,7aOor99o8NNLZYElOXlBG1,Greta Van Fleet,From The Fires,Highway Tune,71,180640,False,0.582,0.962,4,-3.037,1,0.0542,0.0096,0.128,0.283,0.506,123.971,4,blues
8435,5JgvmTyhUCPlmaK1jIJA82,Slank,Suit Suit... He He Gadis Sexy,Maafkan,44,291108,False,0.431,0.65,5,-7.138,1,0.0335,0.468,2.9e-06,0.217,0.267,143.351,4,blues
8436,1dDbLpPDquPovTN96MQbCy,Memphis La Blusera,Medias Negras,Monton De Nada,42,252706,False,0.58,0.768,9,-9.955,1,0.0337,0.166,0.0051,0.503,0.709,119.455,4,blues
8437,3Q8Jw1UCAQSMeGNIFfWNSd,La Mississippi,Yo estuve ahi,Un Trago Para Ver Mejor,43,216026,False,0.294,0.942,2,-7.118,1,0.0808,0.206,3.23e-05,0.97,0.649,166.291,4,blues
8438,4ggwK5lXtlTT7lKJeeEnxf,Joe Walsh,(70's) Seventies Collected Volume 2,Rocky Mountain Way,0,316066,False,0.449,0.571,4,-7.119,1,0.0492,0.00604,0.701,0.0748,0.448,84.807,4,blues
8439,4mfq9pVzDeUvrpoE9dvE2Z,The Cramps,Spooky Scary Season,I Was A Teenage Werewolf - Remastered,1,183866,False,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0455,0.321,0.49,114.543,4,blues
8440,1HqVCK9h4LiJ61aRrrKTAt,Freddie King,Thanksgiving Party,Stumble,0,216626,False,0.678,0.612,4,-9.764,1,0.0339,0.1,0.316,0.164,0.857,118.381,4,blues
8441,0g5939v90IJpXfHKMQhA91,Maria Del Sol,Ellas Cantan Asi,Un Nuevo Amor,41,311146,False,0.755,0.488,9,-16.318,1,0.0504,0.208,0.0039,0.0662,0.685,140.44,4,blues
8442,75vBeICzLafF3LOs1rC3DH,The Stooges,Timeless Rock Hits,I Wanna Be Your Dog,0,190440,False,0.541,0.913,4,-8.03,1,0.0359,0.0681,0.0521,0.414,0.113,120.634,4,blues
8443,6OCsvPU6P84wJ0erggCRv4,Albert King,pov: you have a holly jolly christmas,Christmas Comes But Once A Year,0,272640,False,0.687,0.494,1,-9.421,1,0.0505,0.324,5.5e-05,0.0867,0.621,93.269,1,blues
8444,3oN8FtgSrFmdTn4YgBY58e,The Cramps,Rock & Halloween,I Was A Teenage Werewolf - Remastered,1,183866,False,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0455,0.321,0.49,114.543,4,blues
8445,0ivLKBfGyP3cUiPy4mN9Sm,The Stooges,Maintain Your Mojo,I Wanna Be Your Dog,0,188560,False,0.529,0.871,4,-8.708,1,0.0351,0.0229,0.155,0.419,0.109,120.736,4,blues
8446,5Zzlx30trBD0YtHJelBF1z,The Cramps,Twisted Halloween Hits,I Was A Teenage Werewolf - Remastered,0,183866,False,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0455,0.321,0.49,114.543,4,blues
8447,7qqX9USUjXHTBVeC0kLeJy,The Cramps,Pumpkin Patch Hits,I Was A Teenage Werewolf - Remastered,0,183866,False,0.412,0.601,2,-10.493,1,0.0536,0.000866,0.0455,0.321,0.49,114.543,4,blues
8448,012JFkVnfxxnL0dN29j73L,The Spencer Davis Group,(60's) Sixties Collected Volume 2,Keep On Running - Remastered 2010,0,168280,False,0.671,0.689,9,-7.755,1,0.0932,0.328,2.95e-06,0.352,0.811,138.306,4,blues
8449,3wkzTnvK7AZX0oEB7LrvUJ,Celso Blues Boy,Por um Monte de Cerveja,Por um Monte de Cerveja,41,232698,False,0.613,0.878,4,-5.731,1,0.0313,0.00777,9.2e-05,0.168,0.902,129.991,4,blues
8450,13lZDbwonGhOflQLQIfdtZ,The White Stripes,White Blood Cells,We're Going to Be Friends,67,140178,False,0.534,0.441,7,-5.752,1,0.0303,0.661,0.0,0.0934,0.439,97.009,4,blues
8452,0QGwOFQChzflLAmPq5NwKo,Dion & The Belmonts,Presenting Dion And The Belmonts,A Teenager In Love,61,158253,False,0.555,0.377,1,-9.123,1,0.0295,0.671,0.0,0.128,0.619,78.986,4,blues
8454,4YNySWl0EeDoibxoS7Wubo,UNSECRET;Neoni,Fallout,Fallout,54,213770,False,0.53,0.536,10,-8.217,1,0.0391,0.335,0.0259,0.0939,0.188,109.911,4,blues
8456,45HAjqRWiNv6mMPw4NvZrU,Gary Clark Jr.;Junkie XL,Come Together,Come Together,61,193714,False,0.447,0.788,2,-4.994,0,0.0464,0.00257,1.68e-05,0.0744,0.505,80.04,4,blues
8458,1vH0rtYttqXXR4a8LCElBA,Oh The Larceny,Oh the Larceny,Man on a Mission,49,211948,False,0.612,0.635,1,-4.841,1,0.038,0.00369,2.18e-05,0.181,0.76,77.025,4,blues
8459,61Ad95lVR8KdblY5He6SY8,Snowy White,Released,How Was It for You,60,166693,False,0.547,0.174,4,-15.047,0,0.0352,0.81,0.357,0.105,0.246,135.133,3,blues
8460,4KwvTXx3yR0FA4LGfxD4xP,Heartless Bastards,Arrow,Only for You,49,308066,False,0.677,0.645,10,-5.917,1,0.0312,0.0376,0.0693,0.105,0.765,82.017,4,blues
8461,0T9jRinymApqjMFoVzw4jo,Generdyn;BELLSAINT,On The Rise,On The Rise,50,172911,False,0.578,0.903,2,-5.032,1,0.115,0.00585,2.42e-05,0.0619,0.238,99.039,3,blues
8462,6UegWjbY3L1imrs1Psygx1,Oh The Larceny,Blood Is Rebel,This Is It,55,169487,False,0.73,0.8,1,-4.779,1,0.042,0.0399,5.09e-05,0.109,0.692,117.038,4,blues
8463,2uzlv8PjqsVvF1DhEahyhy,Mungo Jerry,In the Summertime,In the Summertime,27,211880,False,0.754,0.449,4,-14.013,1,0.0615,0.724,0.0,0.162,0.973,82.751,4,blues
8464,6NJQpFNkDCMaRBogIi9sOI,The Jon Spencer Blues Explosion,Orange,Bellbottoms,55,317986,False,0.311,0.882,2,-3.26,1,0.215,0.00895,0.205,0.253,0.435,162.189,4,blues
8465,1YIxmHt4EKS0gMs3L0mxQV,Eagles Of Death Metal,Peace Love Death Metal,Miss Alissa,61,158600,False,0.549,0.992,1,-3.712,1,0.116,0.797,0.0,0.196,0.877,172.342,4,blues
8466,0Z9TafIwWJgQxSmqnsPwLI,City Wolf,Face In The Dark,Face In The Dark (ft. Panther),52,213159,False,0.47,0.961,7,-0.868,1,0.363,0.0466,0.0,0.305,0.648,164.899,4,blues
8468,2LMq1O0NiqGhPOlXo3McYQ,The White Stripes,Icky Thump,Icky Thump,67,254533,False,0.417,0.63,9,-7.24,1,0.0898,0.0209,0.0134,0.0543,0.341,94.214,4,blues
8469,0n2SEXB2qoRQg171q7XqeW,Santana;Rob Thomas,Supernatural (Remastered),Smooth (feat. Rob Thomas),69,294986,False,0.609,0.923,9,-3.908,1,0.0338,0.16,4.73e-06,0.295,0.961,115.996,4,blues
8470,2NPHU2WJaI3rrtCNNuQ8L1,Dorothy,ROCKISDEAD,Raise Hell,61,181868,False,0.547,0.693,6,-6.404,1,0.0264,0.0224,0.0,0.523,0.716,79.963,4,blues
8471,4ZoUJljhs6YSj0bEAt0Zi8,SATV Music,Finish Line,Finish Line,52,133674,False,0.548,0.554,3,-5.602,1,0.0254,0.326,0.000154,0.202,0.462,75.005,4,blues
8472,2kWowW0k4oFymhkr7LmvzO,KONGOS,Lunatic,Come with Me Now,67,211960,False,0.654,0.726,10,-3.803,0,0.0401,0.0311,6.35e-05,0.0618,0.728,103.987,4,blues
8473,6y20BV5L33R8YXM0YuI38N,Queens of the Stone Age,Songs For The Deaf,No One Knows,72,278746,False,0.509,0.584,0,-4.907,1,0.057,0.0368,9.96e-05,0.384,0.685,170.411,4,blues
8474,7n3WO6ESKS1uCI9fgkGs66,Ten Years After,A Space in Time (Deluxe Version),I'd Love to Change the World - 2004 Remaster,67,224133,False,0.383,0.516,9,-12.032,0,0.0344,0.202,0.193,0.114,0.371,118.144,4,blues
8475,1a2iF9XymafjRk56q7oCxo,Stevie Ray Vaughan,Texas Flood (Legacy Edition),Pride and Joy,67,219586,False,0.427,0.626,8,-11.821,1,0.0385,0.0274,0.00395,0.106,0.743,126.877,4,blues
8476,0XHWClSz0v6RIaRSGqJH3X,Deep Purple,Deepest Purple: The Very Best of Deep Purple,Smoke on the Water,59,337613,False,0.616,0.612,0,-11.084,1,0.0275,0.169,0.434,0.101,0.897,114.558,4,blues
8477,4Z524Thpkxb5g8ZKHa7nWI,Extreme Music,Glory Pop 2,Hold On,58,255498,False,0.526,0.689,5,-7.733,0,0.0324,0.0214,0.0,0.106,0.284,72.93,4,blues
8478,1UKobFsdqNXQb8OthimCKe,"Crosby, Stills & Nash","Crosby, Stills & Nash",Helplessly Hoping - 2005 Remaster,68,157893,False,0.483,0.159,7,-13.648,1,0.0353,0.914,0.0,0.111,0.423,146.721,4,blues
8479,4U6mBgGP8FXN6UH4T3AJhu,Joe Cocker;Jennifer Warnes,The Anthology,"Up Where We Belong - From ""An Officer And A Gentleman""",70,232666,False,0.624,0.306,2,-11.831,1,0.0318,0.634,2.67e-05,0.0632,0.227,139.912,4,blues
8480,5ElPlZCW87v8ZFNKQkfyFi,Methrone,My Life,Loving Each Other 4 Life,40,315306,False,0.741,0.383,8,-6.107,1,0.108,0.311,0.0,0.109,0.475,113.969,4,blues
8481,3r23r7Ad7eXi0xKcBYd506,Rev Theory,Halloween Metal Nights,Hell Yeah,0,247613,False,0.355,0.982,3,-3.408,0,0.107,0.00011,3.54e-06,0.0212,0.398,167.889,4,blues
